season,week,celebrity_name,ori_results,parsed_results,age,industry,partner,weekly_raw_score,effective_score,is_accumulated,exit_mode,final_rank,exit_week_parsed,judge_metric
30,7,Iman Shumpert,1st Place,1st Place,31,Athlete,Daniella Karagach,34.0,34.0,False,final,1.0,10,6.0
30,8,Iman Shumpert,1st Place,1st Place,31,Athlete,Daniella Karagach,35.0,35.0,False,final,1.0,10,7.0
30,9,Iman Shumpert,1st Place,1st Place,31,Athlete,Daniella Karagach,37.5,37.5,False,final,1.0,10,3.0
30,10,Iman Shumpert,1st Place,1st Place,31,Athlete,Daniella Karagach,40.0,40.0,False,final,1.0,10,1.0
30,1,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,22.0,22.0,False,eliminated,7.0,8,13.0
30,2,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,27.0,49.0,True,eliminated,7.0,8,5.0
30,3,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,20.0,20.0,False,eliminated,7.0,8,10.0
30,4,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,32.5,32.5,False,eliminated,7.0,8,7.0
30,5,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,34.0,34.0,False,eliminated,7.0,8,8.0
30,6,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,38.0,38.0,False,eliminated,7.0,8,3.0
30,7,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,38.0,38.0,False,eliminated,7.0,8,3.0
30,8,Jimmie Allen,Eliminated Week 8,Eliminated Week 8,36,Singer/Rapper,Emma Slater,32.0,32.0,False,eliminated,7.0,8,8.0
30,1,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,29.0,29.0,False,final,2.0,10,1.0
30,2,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,31.0,60.0,True,final,2.0,10,2.0
30,3,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,24.0,24.0,False,final,2.0,10,1.0
30,4,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,35.0,35.0,False,final,2.0,10,2.0
30,5,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,40.0,40.0,False,final,2.0,10,1.0
30,6,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,40.0,40.0,False,final,2.0,10,1.0
30,7,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,39.0,39.0,False,final,2.0,10,2.0
30,8,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,41.0,41.0,False,final,2.0,10,4.0
30,9,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,40.0,40.0,False,final,2.0,10,1.0
30,10,JoJo Siwa,2nd Place,2nd Place,18,Social Media Personality,Jenna Johnson,40.0,40.0,False,final,2.0,10,1.0
30,1,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,26.0,26.0,False,eliminated,10.0,6,5.0
30,2,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,24.0,50.0,True,eliminated,10.0,6,10.0
30,3,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,21.0,21.0,False,eliminated,10.0,6,7.0
30,4,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,29.5,29.5,False,eliminated,10.0,6,10.0
30,5,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,36.0,36.0,False,eliminated,10.0,6,3.0
30,6,Kenya Moore,Eliminated Week 6,Eliminated Week 6,50,TV Personality,Brandon Armstrong,32.0,32.0,False,eliminated,10.0,6,10.0
30,1,Martin Kove,Eliminated Week 2,Eliminated Week 2,75,Actor/Actress,Britt Stewart,13.0,13.0,False,eliminated,15.0,2,15.0
30,2,Martin Kove,Eliminated Week 2,Eliminated Week 2,75,Actor/Actress,Britt Stewart,15.0,28.0,True,eliminated,15.0,2,15.0
30,1,Matt James,Eliminated Week 4,Eliminated Week 4,29,Athlete,Lindsay Arnold,24.0,24.0,False,eliminated,12.0,4,9.0
30,2,Matt James,Eliminated Week 4,Eliminated Week 4,29,Athlete,Lindsay Arnold,22.0,46.0,True,eliminated,12.0,4,14.0
30,3,Matt James,Eliminated Week 4,Eliminated Week 4,29,Athlete,Lindsay Arnold,20.0,20.0,False,eliminated,12.0,4,10.0
30,4,Matt James,Eliminated Week 4,Eliminated Week 4,29,Athlete,Lindsay Arnold,28.5,28.5,False,eliminated,12.0,4,12.0
30,1,Melanie C,Eliminated Week 5,Eliminated Week 5,47,Singer/Rapper,Gleb Savchenko,27.0,27.0,False,eliminated,11.0,5,4.0
30,2,Melanie C,Eliminated Week 5,Eliminated Week 5,47,Singer/Rapper,Gleb Savchenko,30.0,57.0,True,eliminated,11.0,5,3.0
30,3,Melanie C,Eliminated Week 5,Eliminated Week 5,47,Singer/Rapper,Gleb Savchenko,22.0,22.0,False,eliminated,11.0,5,5.0
30,4,Melanie C,Eliminated Week 5,Eliminated Week 5,47,Singer/Rapper,Gleb Savchenko,33.0,33.0,False,eliminated,11.0,5,6.0
30,5,Melanie C,Eliminated Week 5,Eliminated Week 5,47,Singer/Rapper,Gleb Savchenko,36.0,36.0,False,eliminated,11.0,5,3.0
30,1,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,26.0,26.0,False,eliminated,5.0,9,5.0
30,2,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,27.0,53.0,True,eliminated,5.0,9,5.0
30,3,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,23.0,23.0,False,eliminated,5.0,9,4.0
30,4,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,36.5,36.5,False,eliminated,5.0,9,1.0
30,5,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,36.0,36.0,False,eliminated,5.0,9,3.0
30,6,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,34.0,34.0,False,eliminated,5.0,9,8.0
30,7,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,38.0,38.0,False,eliminated,5.0,9,3.0
30,8,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,42.0,42.0,False,eliminated,5.0,9,1.0
30,9,Melora Hardin,Eliminated Week 9,Eliminated Week 9,54,Actor/Actress,Artem Chigvintsev,36.0,36.0,False,eliminated,5.0,9,5.0
30,1,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,24.0,24.0,False,eliminated,9.0,7,9.0
30,2,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,26.0,50.0,True,eliminated,9.0,7,8.0
30,3,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,22.0,22.0,False,eliminated,9.0,7,5.0
30,4,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,32.5,32.5,False,eliminated,9.0,7,7.0
30,5,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,32.0,32.0,False,eliminated,9.0,7,9.0
30,6,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,34.0,34.0,False,eliminated,9.0,7,8.0
30,7,"Mike ""The Miz"" Mizanin",Eliminated Week 7,Eliminated Week 7,40,Athlete,Witney Carson,32.0,32.0,False,eliminated,9.0,7,9.0
30,1,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,25.0,25.0,False,eliminated,7.0,8,7.0
30,2,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,27.0,52.0,True,eliminated,7.0,8,5.0
30,3,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,24.0,24.0,False,eliminated,7.0,8,1.0
30,4,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,35.0,35.0,False,eliminated,7.0,8,2.0
30,5,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,36.0,36.0,False,eliminated,7.0,8,3.0
30,6,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,36.0,36.0,False,eliminated,7.0,8,5.0
30,7,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,42.0,42.0,False,eliminated,7.0,8,1.0
30,8,Olivia Jade,Eliminated Week 8,Eliminated Week 8,21,Social Media Personality,Valentin Chmerkovskiy,36.0,36.0,False,eliminated,7.0,8,6.0
30,1,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,28.0,28.0,False,eliminated,5.0,9,2.0
30,2,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,28.0,56.0,True,eliminated,5.0,9,4.0
30,3,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,21.0,21.0,False,eliminated,5.0,9,7.0
30,4,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,34.0,34.0,False,eliminated,5.0,9,4.0
30,5,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,36.0,36.0,False,eliminated,5.0,9,3.0
30,6,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,36.0,36.0,False,eliminated,5.0,9,5.0
30,7,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,34.0,34.0,False,eliminated,5.0,9,6.0
30,8,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,42.0,42.0,False,eliminated,5.0,9,1.0
30,9,Suni Lee,Eliminated Week 9,Eliminated Week 9,18,Athlete,Sasha Farber,37.5,37.5,False,eliminated,5.0,9,3.0
31,1,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,32.0,32.0,False,final,1.0,10,1.0
31,2,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,32.0,32.0,False,final,1.0,10,1.0
31,3,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,33.0,33.0,False,final,1.0,10,1.0
31,4,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,36.0,36.0,False,final,1.0,10,1.0
31,5,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,42.0,42.0,False,final,1.0,10,1.0
31,6,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,40.0,40.0,False,final,1.0,10,1.0
31,7,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,39.0,39.0,False,final,1.0,10,1.0
31,8,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,45.0,45.0,False,final,1.0,10,1.0
31,9,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,40.0,40.0,False,final,1.0,10,1.0
31,10,Charli D'Amelio,1st Place,1st Place,18,Social Media Personality,Mark Ballas,40.0,40.0,False,final,1.0,10,1.0
31,1,Cheryl Ladd,Eliminated Week 3,Eliminated Week 3,71,Actor/Actress,Louis van Amstel,21.0,21.0,False,eliminated,14.0,3,10.0
31,2,Cheryl Ladd,Eliminated Week 3,Eliminated Week 3,71,Actor/Actress,Louis van Amstel,21.0,21.0,False,eliminated,14.0,3,15.0
31,3,Cheryl Ladd,Eliminated Week 3,Eliminated Week 3,71,Actor/Actress,Louis van Amstel,24.0,24.0,False,eliminated,14.0,3,13.0
31,1,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,27.0,27.0,False,eliminated,5.0,9,6.0
31,2,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,29.0,29.0,False,eliminated,5.0,9,5.0
31,3,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,31.0,31.0,False,eliminated,5.0,9,5.0
31,4,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,29.0,29.0,False,eliminated,5.0,9,9.0
31,5,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,33.5,33.5,False,eliminated,5.0,9,11.0
31,6,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,34.0,34.0,False,eliminated,5.0,9,5.0
31,7,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,36.5,36.5,False,eliminated,5.0,9,4.0
31,8,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,39.0,39.0,False,eliminated,5.0,9,5.0
31,9,Daniel Durant,Eliminated Week 9,Eliminated Week 9,32,Actor/Actress,Britt Stewart,34.5,34.5,False,eliminated,5.0,9,5.0
31,1,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,28.0,28.0,False,final,2.0,10,3.0
31,2,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,32.0,32.0,False,final,2.0,10,1.0
31,3,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,33.0,33.0,False,final,2.0,10,1.0
31,4,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,36.0,36.0,False,final,2.0,10,1.0
31,5,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,41.0,41.0,False,final,2.0,10,2.0
31,6,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,37.0,37.0,False,final,2.0,10,2.0
31,7,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,35.5,35.5,False,final,2.0,10,6.0
31,8,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,40.0,40.0,False,final,2.0,10,4.0
31,9,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,40.0,40.0,False,final,2.0,10,1.0
31,10,Gabby Windey,2nd Place,2nd Place,31,TV Personality,Valentin Chmerkovskiy,40.0,40.0,False,final,2.0,10,1.0
31,1,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,24.0,24.0,False,eliminated,7.0,8,8.0
31,2,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,28.0,28.0,False,eliminated,7.0,8,6.0
31,3,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,32.0,32.0,False,eliminated,7.0,8,4.0
31,4,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,34.0,34.0,False,eliminated,7.0,8,4.0
31,5,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,39.0,39.0,False,eliminated,7.0,8,5.0
31,6,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,36.0,36.0,False,eliminated,7.0,8,3.0
31,7,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,35.0,35.0,False,eliminated,7.0,8,7.0
31,8,Heidi D'Amelio,Eliminated Week 8,Eliminated Week 8,50,Social Media Personality,Artem Chigvintsev,35.0,35.0,False,eliminated,7.0,8,7.0
31,1,Jason Lewis,Eliminated Week 1,Eliminated Week 1,51,Actor/Actress,Peta Murgatroyd,18.0,18.0,False,eliminated,16.0,1,15.0
31,1,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,20.0,20.0,False,eliminated,10.0,6,12.0
31,2,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,25.0,25.0,False,eliminated,10.0,6,12.0
31,3,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,26.0,26.0,False,eliminated,10.0,6,11.0
31,4,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,31.0,31.0,False,eliminated,10.0,6,8.0
31,5,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,36.0,36.0,False,eliminated,10.0,6,7.0
31,6,Jessie James Decker,Eliminated Week 6,Eliminated Week 6,34,Singer/Rapper,Alan Bersten,32.0,32.0,False,eliminated,10.0,6,9.0
31,1,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,26.0,26.0,False,eliminated,9.0,7,7.0
31,2,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,27.0,27.0,False,eliminated,9.0,7,9.0
31,3,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,29.0,29.0,False,eliminated,9.0,7,7.0
31,4,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,34.0,34.0,False,eliminated,9.0,7,4.0
31,5,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,35.5,35.5,False,eliminated,9.0,7,9.0
31,6,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,34.0,34.0,False,eliminated,9.0,7,5.0
31,7,Jordin Sparks,Eliminated Week 7,Eliminated Week 7,32,Singer/Rapper,Brandon Armstrong,34.5,34.5,False,eliminated,9.0,7,8.0
31,1,Joseph Baena,Eliminated Week 5,Eliminated Week 5,24,Actor/Actress,Daniella Karagach,23.0,23.0,False,eliminated,11.0,5,9.0
31,2,Joseph Baena,Eliminated Week 5,Eliminated Week 5,24,Actor/Actress,Daniella Karagach,24.0,24.0,False,eliminated,11.0,5,13.0
31,3,Joseph Baena,Eliminated Week 5,Eliminated Week 5,24,Actor/Actress,Daniella Karagach,29.0,29.0,False,eliminated,11.0,5,7.0
31,4,Joseph Baena,Eliminated Week 5,Eliminated Week 5,24,Actor/Actress,Daniella Karagach,28.0,28.0,False,eliminated,11.0,5,11.0
31,5,Joseph Baena,Eliminated Week 5,Eliminated Week 5,24,Actor/Actress,Daniella Karagach,35.0,35.0,False,eliminated,11.0,5,10.0
31,1,Sam Champion,Eliminated Week 4,Eliminated Week 4,61,News Anchor,Cheryl Burke,20.0,20.0,False,eliminated,13.0,4,12.0
31,2,Sam Champion,Eliminated Week 4,Eliminated Week 4,61,News Anchor,Cheryl Burke,26.0,26.0,False,eliminated,13.0,4,11.0
31,3,Sam Champion,Eliminated Week 4,Eliminated Week 4,61,News Anchor,Cheryl Burke,25.0,25.0,False,eliminated,13.0,4,12.0
31,4,Sam Champion,Eliminated Week 4,Eliminated Week 4,61,News Anchor,Cheryl Burke,25.0,25.0,False,eliminated,13.0,4,13.0
31,1,Selma Blair,Withdrew,Withdrew Week 5,50,Actor/Actress,Sasha Farber,28.0,28.0,False,withdrew,11.0,5,3.0
31,2,Selma Blair,Withdrew,Withdrew Week 5,50,Actor/Actress,Sasha Farber,28.0,28.0,False,withdrew,11.0,5,6.0
31,3,Selma Blair,Withdrew,Withdrew Week 5,50,Actor/Actress,Sasha Farber,28.0,28.0,False,withdrew,11.0,5,9.0
31,4,Selma Blair,Withdrew,Withdrew Week 5,50,Actor/Actress,Sasha Farber,32.0,32.0,False,withdrew,11.0,5,6.0
31,5,Selma Blair,Withdrew,Withdrew Week 5,50,Actor/Actress,Sasha Farber,40.0,40.0,False,withdrew,11.0,5,4.0
31,1,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,28.0,28.0,False,final,4.0,10,3.0
31,2,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,28.0,28.0,False,final,4.0,10,6.0
31,3,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,30.0,30.0,False,final,4.0,10,6.0
31,4,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,32.0,32.0,False,final,4.0,10,6.0
31,5,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,38.5,38.5,False,final,4.0,10,6.0
31,6,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,36.0,36.0,False,final,4.0,10,3.0
31,7,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,36.5,36.5,False,final,4.0,10,4.0
31,8,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,42.0,42.0,False,final,4.0,10,3.0
31,9,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,36.5,36.5,False,final,4.0,10,3.0
31,10,Shangela,4th Place,4th Place,40,TV Personality,Gleb Savchenko,38.0,38.0,False,final,4.0,10,3.0
31,1,Teresa Giudice,Eliminated Week 2,Eliminated Week 2,50,TV Personality,Pasha Pashkov,20.0,20.0,False,eliminated,15.0,2,12.0
31,2,Teresa Giudice,Eliminated Week 2,Eliminated Week 2,50,TV Personality,Pasha Pashkov,23.0,23.0,False,eliminated,15.0,2,14.0
31,1,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,21.0,21.0,False,eliminated,5.0,9,10.0
31,2,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,30.0,30.0,False,eliminated,5.0,9,4.0
31,3,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,27.0,27.0,False,eliminated,5.0,9,10.0
31,4,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,28.0,28.0,False,eliminated,5.0,9,11.0
31,5,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,36.0,36.0,False,eliminated,5.0,9,7.0
31,6,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,34.0,34.0,False,eliminated,5.0,9,5.0
31,7,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,39.0,39.0,False,eliminated,5.0,9,1.0
31,8,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,39.0,39.0,False,eliminated,5.0,9,5.0
31,9,Trevor Donovan,Eliminated Week 9,Eliminated Week 9,39,Actor/Actress,Emma Slater,32.5,32.5,False,eliminated,5.0,9,6.0
31,1,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,17.0,17.0,False,eliminated,7.0,8,16.0
31,2,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,27.0,27.0,False,eliminated,7.0,8,9.0
31,3,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,23.0,23.0,False,eliminated,7.0,8,14.0
31,4,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,29.0,29.0,False,eliminated,7.0,8,9.0
31,5,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,31.0,31.0,False,eliminated,7.0,8,12.0
31,6,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,28.0,28.0,False,eliminated,7.0,8,10.0
31,7,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,31.5,31.5,False,eliminated,7.0,8,9.0
31,8,Vinny Guadagnino,Eliminated Week 8,Eliminated Week 8,34,TV Personality,Koko Iwasaki,29.0,29.0,False,eliminated,7.0,8,8.0
31,1,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,29.0,29.0,False,final,3.0,10,2.0
31,2,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,32.0,32.0,False,final,3.0,10,1.0
31,3,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,33.0,33.0,False,final,3.0,10,1.0
31,4,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,36.0,36.0,False,final,3.0,10,1.0
31,5,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,41.0,41.0,False,final,3.0,10,2.0
31,6,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,34.0,34.0,False,final,3.0,10,5.0
31,7,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,38.0,38.0,False,final,3.0,10,3.0
31,8,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,45.0,45.0,False,final,3.0,10,1.0
31,9,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,36.5,36.5,False,final,3.0,10,3.0
31,10,Wayne Brady,3rd Place,3rd Place,50,Comedian,Witney Carson,38.0,38.0,False,final,3.0,10,3.0
32,1,Adrian Peterson,Eliminated Week 4,Eliminated Week 4,38,Athlete,Britt Stewart,18.0,18.0,False,eliminated,11.0,4,5.0
32,2,Adrian Peterson,Eliminated Week 4,Eliminated Week 4,38,Athlete,Britt Stewart,15.0,15.0,False,eliminated,11.0,4,10.0
32,3,Adrian Peterson,Eliminated Week 4,Eliminated Week 4,38,Athlete,Britt Stewart,22.0,22.0,False,eliminated,11.0,4,11.0
32,4,Adrian Peterson,Eliminated Week 4,Eliminated Week 4,38,Athlete,Britt Stewart,21.0,21.0,False,eliminated,11.0,4,6.0
32,1,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,13.0,13.0,False,final,5.0,11,11.0
32,2,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,19.0,19.0,False,final,5.0,11,6.0
32,3,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,24.0,24.0,False,final,5.0,11,8.0
32,4,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,18.0,18.0,False,final,5.0,11,10.0
32,5,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,21.0,21.0,False,final,5.0,11,9.0
32,6,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,31.0,31.0,False,final,5.0,11,8.0
32,7,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,35.0,35.0,False,final,5.0,11,6.0
32,8,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,36.0,36.0,False,final,5.0,11,4.0
32,9,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,32.0,32.0,False,final,5.0,11,5.0
32,10,Alyson Hannigan,5th Place,5th Place,49,Actor/Actress,Sasha Farber,25.5,25.5,False,final,5.0,11,5.0
